Date_As_Of,Rank_As_Of,YTD_Rank,Last_Week_Rank,Title,Type,Netflix_Exclusive,Release_Date,Days_in_top_10,Viewership_Score
2021-11-28,8,7,3,Cowboy Bebop,TV Show,Yes,19-Nov-21,9,65
2021-11-28,9,10,10,Squid Game,TV Show,Yes,17-Sep-21,66,495
2021-11-28,10,-,-,School of Chocolate,TV Show,Yes,26-Nov-21,1,1
2021-11-29,1,1,-,True Story,TV Show,Yes,24-Nov-21,5,50
2021-11-29,2,2,-,Bruised,Movie,Yes,24-Nov-21,5,45
2021-11-29,3,3,-,Selling Sunset,TV Show,Yes,22-Mar-19,12,62
2021-11-29,4,5,5,The Queen of Flow,TV Show,Yes,09-Nov-18,12,70
2021-11-29,5,6,-,A Castle for Christmas,Movie,Yes,26-Nov-21,3,17
2021-11-29,6,4,1,Red Notice,Movie,Yes,12-Nov-21,17,150
2021-11-29,7,8,2,Cowboy Bebop,TV Show,Yes,19-Nov-21,10,69
2021-11-29,8,-,-,Elves,TV Show,Yes,28-Nov-21,1,3
2021-11-29,9,7,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,5,16
2021-11-29,10,10,-,School of Chocolate,TV Show,Yes,26-Nov-21,2,2
2021-11-30,1,1,-,True Story,TV Show,Yes,24-Nov-21,6,60
2021-11-30,2,3,-,Selling Sunset,TV Show,Yes,22-Mar-19,13,71
2021-11-30,3,4,5,The Queen of Flow,TV Show,Yes,09-Nov-18,13,78
2021-11-30,4,2,-,Bruised,Movie,Yes,24-Nov-21,6,52
2021-11-30,5,5,-,A Castle for Christmas,Movie,Yes,26-Nov-21,4,23
2021-11-30,6,10,-,School of Chocolate,TV Show,Yes,26-Nov-21,3,7
2021-11-30,7,7,1,Cowboy Bebop,TV Show,Yes,19-Nov-21,11,73
2021-11-30,8,6,2,Red Notice,Movie,Yes,12-Nov-21,18,153
2021-11-30,9,9,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,6,18
2021-11-30,10,-,9,Cocomelon,TV Show,,01-Jun-20,388,1351
2021-12-01,1,1,-,True Story,TV Show,Yes,24-Nov-21,7,70
2021-12-01,2,3,3,The Queen of Flow,TV Show,Yes,09-Nov-18,14,87
2021-12-01,3,2,-,Selling Sunset,TV Show,Yes,22-Mar-19,14,79
2021-12-01,4,4,-,Bruised,Movie,Yes,24-Nov-21,7,59
2021-12-01,5,6,-,School of Chocolate,TV Show,Yes,26-Nov-21,4,13
2021-12-01,6,5,-,A Castle for Christmas,Movie,Yes,26-Nov-21,5,28
2021-12-01,7,7,1,Cowboy Bebop,TV Show,Yes,19-Nov-21,12,77
2021-12-01,8,8,2,Red Notice,Movie,Yes,12-Nov-21,19,156
2021-12-01,9,10,7,Cocomelon,TV Show,,01-Jun-20,389,1353
2021-12-01,10,9,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,7,19
2021-12-02,1,-,-,Lost in Space,TV Show,Yes,13-Apr-18,1,10
2021-12-02,2,1,1,True Story,TV Show,Yes,24-Nov-21,8,79
2021-12-02,3,-,-,The Power of the Dog,Movie,Yes,01-Dec-21,1,8
2021-12-02,4,2,6,The Queen of Flow,TV Show,Yes,09-Nov-18,15,94
2021-12-02,5,3,3,Selling Sunset,TV Show,Yes,22-Mar-19,15,85
2021-12-02,6,-,-,Jojoâs Bizarre Adventure,TV Show,,08-Mar-19,1,5
2021-12-02,7,-,-,Life,Movie,,01-Dec-21,1,4
2021-12-02,8,5,-,School of Chocolate,TV Show,Yes,26-Nov-21,5,16
2021-12-02,9,4,2,Bruised,Movie,Yes,24-Nov-21,8,61
2021-12-02,10,6,-,A Castle for Christmas,Movie,Yes,26-Nov-21,6,29
2021-12-03,1,1,-,Lost in Space,TV Show,Yes,13-Apr-18,2,20
2021-12-03,2,2,1,True Story,TV Show,Yes,24-Nov-21,9,88
2021-12-03,3,3,-,The Power of the Dog,Movie,Yes,01-Dec-21,2,16
2021-12-03,4,4,7,The Queen of Flow,TV Show,Yes,09-Nov-18,16,101
2021-12-03,5,5,4,Selling Sunset,TV Show,Yes,22-Mar-19,16,91
2021-12-03,6,7,-,Life,Movie,,01-Dec-21,2,9
2021-12-03,7,-,-,Single all the Way,Movie,Yes,02-Dec-21,1,4
2021-12-03,8,-,-,Cocomelon,TV Show,,01-Jun-20,390,1356
2021-12-03,9,8,-,School of Chocolate,TV Show,Yes,26-Nov-21,6,18
2021-12-03,10,10,-,A Castle for Christmas,Movie,Yes,26-Nov-21,7,30
2021-12-04,1,-,-,Money Heist,TV Show,Yes,20-Dec-17,26,155
2021-12-04,2,1,-,Lost in Space,TV Show,Yes,13-Apr-18,3,29
2021-12-04,3,3,-,The Power of the Dog,Movie,Yes,01-Dec-21,3,24
2021-12-04,4,2,1,True Story,TV Show,Yes,24-Nov-21,10,95
2021-12-04,5,-,-,Jurassic World: Camp Cretac…,TV Show,Yes,18-Sep-20,25,153
2021-12-04,6,4,6,The Queen of Flow,TV Show,Yes,09-Nov-18,17,106
2021-12-04,7,5,3,Selling Sunset,TV Show,Yes,22-Mar-19,17,95
2021-12-04,8,6,-,Life,Movie,,01-Dec-21,3,12
2021-12-04,9,8,-,Cocomelon,TV Show,,01-Jun-20,391,1358
2021-12-04,10,7,-,Single all the Way,Movie,Yes,02-Dec-21,2,5
2021-12-05,1,1,-,Money Heist,TV Show,Yes,20-Dec-17,27,165
2021-12-05,2,2,-,Lost in Space,TV Show,Yes,13-Apr-18,4,38
2021-12-05,3,4,1,True Story,TV Show,Yes,24-Nov-21,11,103
2021-12-05,4,3,-,The Power of the Dog,Movie,Yes,01-Dec-21,4,31
2021-12-05,5,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,18-Sep-20,26,159
2021-12-05,6,6,5,The Queen of Flow,TV Show,Yes,09-Nov-18,18,111
2021-12-05,7,8,-,Life,Movie,,01-Dec-21,4,16
2021-12-05,8,10,-,Single All the Way,Movie,Yes,02-Dec-21,3,8
2021-12-05,9,-,4,Red Notice,Movie,Yes,12-Nov-21,20,158
2021-12-05,10,7,3,Selling Sunset,TV Show,Yes,22-Mar-19,18,96
2021-12-06,1,1,-,Money Heist,TV Show,Yes,20-Dec-17,28,175
2021-12-06,2,2,-,Lost in Space,TV Show,Yes,13-Apr-18,5,47
2021-12-06,3,3,1,True Story,TV Show,Yes,24-Nov-21,12,111
2021-12-06,4,6,4,The Queen of Flow,TV Show,Yes,09-Nov-18,19,118
2021-12-06,5,4,-,The Power of the Dog,Movie,Yes,01-Dec-21,5,37
2021-12-06,6,5,-,Jurassic World Camp Cretaceous,TV Show,Yes,18-Sep-20,27,164
2021-12-06,7,8,-,Single All the Way,Movie,Yes,02-Dec-21,4,12
2021-12-06,8,7,-,Life,Movie,,01-Dec-21,5,19
2021-12-06,9,10,3,Selling Sunset,TV Show,Yes,22-Mar-19,19,98
2021-12-06,10,9,6,Red Notice,Movie,Yes,12-Nov-21,21,159
2021-12-07,1,1,-,Money Heist,TV Show,Yes,20-Dec-17,29,185
2021-12-07,2,2,-,Lost in Space,TV Show,Yes,13-Apr-18,6,56
2021-12-07,3,4,3,The Queen of Flow,TV Show,Yes,09-Nov-18,20,126
2021-12-07,4,3,1,True Story,TV Show,Yes,24-Nov-21,13,118
2021-12-07,5,-,10,Cocomelon,TV Show,,01-Jun-20,392,1364
2021-12-07,6,9,2,Selling Sunset,TV Show,Yes,22-Mar-19,20,103
2021-12-07,7,6,-,Jurassic World Camp Cretaceous,TV Show,Yes,18-Sep-20,28,168
2021-12-07,8,5,-,The Power of the Dog,Movie,Yes,01-Dec-21,6,40
2021-12-07,9,8,-,Life,Movie,,01-Dec-21,6,21
2021-12-07,10,7,-,Single All the Way,Movie,Yes,02-Dec-21,5,13
2021-12-08,1,1,-,Money Heist,TV Show,Yes,20-Dec-17,30,195
2021-12-08,2,2,-,Lost in Space,TV Show,Yes,13-Apr-18,7,65
2021-12-08,3,3,2,The Queen of Flow,TV Show,Yes,09-Nov-18,21,134
2021-12-08,4,4,1,True Story,TV Show,Yes,24-Nov-21,14,125
2021-12-08,5,5,9,Cocomelon,TV Show,,01-Jun-20,393,1370
2021-12-08,6,6,3,Selling Sunset,TV Show,Yes,22-Mar-19,21,108
2021-12-08,7,8,-,The Power of the Dog,Movie,Yes,01-Dec-21,7,44
2021-12-08,8,7,-,Jurassic World Camp Cretaceous,TV Show,Yes,18-Sep-20,29,171
2021-12-08,9,9,-,Life,Movie,,01-Dec-21,7,23
2021-12-08,10,-,-,Ink Master,TV Show,,15-Sep-14,1,1
2021-12-09,1,1,-,Money Heist,TV Show,Yes,20-Dec-17,31,205
2021-12-09,2,2,1,Lost in Space,TV Show,Yes,13-Apr-18,8,74
2021-12-09,3,3,4,The Queen of Flow,TV Show,Yes,09-Nov-18,22,142
2021-12-09,4,4,2,True Story,TV Show,Yes,24-Nov-21,15,132
2021-12-09,5,5,-,Cocomelon,TV Show,,01-Jun-20,394,1376
2021-12-09,6,6,5,Selling Sunset,TV Show,Yes,22-Mar-19,22,113
2021-12-09,7,-,-,Law Abiding Citizen,Movie,,16-Dec-18,1,4
2021-12-09,8,10,-,Ink Master,TV Show,,15-Sep-14,2,4
2021-12-09,9,8,-,Jurassic World Camp Cretaceous,TV Show,Yes,18-Sep-20,30,173
2021-12-09,10,7,3,The Power of the Dog,Movie,Yes,01-Dec-21,8,45
2021-12-10,1,1,-,Money Heist,TV Show,Yes,20-Dec-17,32,215
2021-12-10,2,2,1,Lost in Space,TV Show,Yes,13-Apr-18,9,83
2021-12-10,3,3,4,The Queen of Flow,TV Show,Yes,09-Nov-18,23,150
2021-12-10,4,-,-,Peter Rabbit 2,Movie,,09-Dec-21,1,7
2021-12-10,5,5,8,Cocomelon,TV Show,,01-Jun-20,395,1382
2021-12-10,6,4,2,True Story,TV Show,Yes,24-Nov-21,16,137
2021-12-10,7,7,-,Law Abiding Citizen,Movie,,16-Dec-18,2,8
2021-12-10,8,8,-,Ink Master,TV Show,,15-Sep-14,3,7
2021-12-10,9,6,5,Selling Sunset,TV Show,Yes,22-Mar-19,23,115
2021-12-10,10,9,-,Jurassic World Camp Cretaceous,TV Show,Yes,18-Sep-20,31,174
2021-12-11,1,-,-,The Unforgivable,Movie,Yes,10-Dec-21,1,10
2021-12-11,2,2,2,Lost in Space,TV Show,Yes,13-Apr-18,10,92
2021-12-11,3,3,6,The Queen of Flow,TV Show,Yes,09-Nov-18,24,158
2021-12-11,4,1,1,Money Heist,TV Show,Yes,20-Dec-17,33,222
2021-12-11,5,4,-,Peter Rabbit 2,Movie,,09-Dec-21,2,13
2021-12-11,6,5,9,Cocomelon,TV Show,,01-Jun-20,396,1387
2021-12-11,7,7,-,Law Abiding Citizen,Movie,,16-Dec-18,3,12
2021-12-11,8,-,-,Back to the Outback,Movie,Yes,10-Dec-21,1,3
2021-12-11,9,6,4,True Story,TV Show,Yes,24-Nov-21,17,139
2021-12-11,10,-,-,Red Notice,Movie,Yes,12-Nov-21,22,160
2021-12-12,1,1,-,The Unforgivable,Movie,Yes,10-Dec-21,2,20
2021-12-12,2,-,-,The Shack,Movie,,10-Dec-21,1,9
2021-12-12,3,2,2,Lost in Space,TV Show,Yes,13-Apr-18,11,100
2021-12-12,4,8,-,Back to the Outback,Movie,Yes,10-Dec-21,2,10
2021-12-12,5,4,1,Money Heist,TV Show,Yes,20-Dec-17,34,228
2021-12-12,6,3,6,The Queen of Flow,TV Show,Yes,09-Nov-18,25,163
2021-12-12,7,7,-,Law Abiding Citizen,Movie,,16-Dec-18,4,16
2021-12-12,8,5,-,Peter Rabbit 2,Movie,,09-Dec-21,3,16
2021-12-12,9,10,9,Red Notice,Movie,Yes,12-Nov-21,23,162
2021-12-12,10,6,-,Cocomelon,TV Show,,01-Jun-20,397,1388
2021-12-13,1,1,-,The Unforgivable,Movie,Yes,10-Dec-21,3,30
2021-12-13,2,2,-,The Shack,Movie,,10-Dec-21,2,18
2021-12-13,3,4,-,Back to the Outback,Movie,Yes,10-Dec-21,3,18
2021-12-13,4,3,2,Lost in Space,TV Show,Yes,13-Apr-18,12,107
2021-12-13,5,6,4,The Queen of Flow,TV Show,Yes,09-Nov-18,26,169
2021-12-13,6,5,1,Money Heist,TV Show,Yes,20-Dec-17,35,233
2021-12-13,7,7,-,Law Abiding Citizen,Movie,,16-Dec-18,5,20
2021-12-13,8,8,-,Peter Rabbit 2,Movie,,09-Dec-21,4,19
2021-12-13,9,-,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,1,2
2021-12-13,10,-,-,The Witcher,TV Show,Yes,20-Dec-19,1,1
2021-12-14,1,1,-,The Unforgivable,Movie,Yes,10-Dec-21,4,40
2021-12-14,2,2,-,The Shack,Movie,,10-Dec-21,3,27
2021-12-14,3,3,-,Back to the Outback,Movie,Yes,10-Dec-21,4,26
2021-12-14,4,5,3,The Queen of Flow,TV Show,Yes,09-Nov-18,27,176
2021-12-14,5,4,2,Lost in Space,TV Show,Yes,13-Apr-18,13,113
2021-12-14,6,10,-,The Witcher,TV Show,Yes,20-Dec-19,2,6
2021-12-14,7,7,-,Law Abiding Citizen,Movie,,16-Dec-18,6,24
2021-12-14,8,6,1,Money Heist,TV Show,Yes,20-Dec-17,36,236
2021-12-14,9,-,5,Cocomelon,TV Show,,01-Jun-20,398,1390
2021-12-14,10,9,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,2,3
2021-12-15,1,1,-,The Unforgivable,Movie,Yes,10-Dec-21,5,50
2021-12-15,2,2,-,The Shack,Movie,,10-Dec-21,4,36
2021-12-15,3,3,-,Back to the Outback,Movie,Yes,10-Dec-21,5,34
2021-12-15,4,4,3,The Queen of Flow,TV Show,Yes,09-Nov-18,28,183
2021-12-15,5,6,-,The Witcher,TV Show,Yes,20-Dec-19,3,12
2021-12-15,6,5,2,Lost in Space,TV Show,Yes,13-Apr-18,14,118
2021-12-15,7,7,-,Law Abiding Citizen,Movie,,16-Dec-18,7,28
2021-12-15,8,9,5,Cocomelon,TV Show,,01-Jun-20,399,1393
2021-12-15,9,8,1,Money Heist,TV Show,Yes,20-Dec-17,37,238
2021-12-15,10,10,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,3,4
2021-12-16,1,1,-,The Unforgivable,Movie,Yes,10-Dec-21,6,60
2021-12-16,2,2,-,The Shack,Movie,,10-Dec-21,5,45
2021-12-16,3,-,-,Selling Tampa,TV Show,Yes,15-Dec-21,1,8
2021-12-16,4,3,-,Back to the Outback,Movie,Yes,10-Dec-21,6,41
2021-12-16,5,5,-,The Witcher,TV Show,Yes,20-Dec-19,4,18
2021-12-16,6,4,3,The Queen of Flow,TV Show,Yes,09-Nov-18,29,188
2021-12-16,7,6,2,Lost in Space,TV Show,Yes,13-Apr-18,15,122
2021-12-16,8,8,5,Cocomelon,TV Show,,01-Jun-20,400,1396
2021-12-16,9,7,7,Law Abiding Citizen,Movie,,16-Dec-18,8,30
2021-12-16,10,9,1,Money Heist,TV Show,Yes,20-Dec-17,38,239
2021-12-17,1,1,-,The Unforgivable,Movie,Yes,10-Dec-21,7,70
2021-12-17,2,-,-,A California Christmas: Cit…,Movie,Yes,16-Dec-21,1,9
2021-12-17,3,3,-,Selling Tampa,TV Show,Yes,15-Dec-21,2,16
2021-12-17,4,2,-,The Shack,Movie,,10-Dec-21,6,52
2021-12-17,5,5,-,The Witcher,TV Show,Yes,20-Dec-19,5,24
2021-12-17,6,4,-,Back to the Outback,Movie,Yes,10-Dec-21,7,46
2021-12-17,7,6,3,The Queen of Flow,TV Show,Yes,09-Nov-18,30,192
2021-12-17,8,8,5,Cocomelon,TV Show,,01-Jun-20,401,1399
2021-12-17,9,7,2,Lost in Space,TV Show,Yes,13-Apr-18,16,124
2021-12-17,10,10,1,Money Heist,TV Show,Yes,20-Dec-17,39,240
2021-12-18,1,5,-,The Witcher,TV Show,Yes,20-Dec-19,6,34
2021-12-18,2,1,1,The Unforgivable,Movie,Yes,10-Dec-21,8,79
2021-12-18,3,3,-,Selling Tampa,TV Show,Yes,15-Dec-21,3,24
2021-12-18,4,2,-,A California Christmas: Cit…,Movie,Yes,16-Dec-21,2,16
2021-12-18,5,6,8,Back to the Outback,Movie,Yes,10-Dec-21,8,52
2021-12-18,6,4,-,The Shack,Movie,,10-Dec-21,7,57
2021-12-18,7,7,3,The Queen of Flow,TV Show,Yes,09-Nov-18,31,196
2021-12-18,8,-,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,4,7
2021-12-18,9,8,6,Cocomelon,TV Show,,01-Jun-20,402,1401
2021-12-18,10,9,2,Lost in Space,TV Show,Yes,13-Apr-18,17,125
2021-12-19,1,1,-,The Witcher,TV Show,Yes,20-Dec-19,7,44
2021-12-19,2,2,1,The Unforgivable,Movie,Yes,10-Dec-21,9,88
2021-12-19,3,4,-,A California Christmas: Cit…,Movie,Yes,16-Dec-21,3,24
2021-12-19,4,3,-,Selling Tampa,TV Show,Yes,15-Dec-21,4,31
2021-12-19,5,5,4,Back to the Outback,Movie,Yes,10-Dec-21,9,58
2021-12-19,6,6,2,The Shack,Movie,,10-Dec-21,8,62
2021-12-19,7,8,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,5,11
2021-12-19,8,7,6,The Queen of Flow,TV Show,Yes,09-Nov-18,32,199
2021-12-19,9,9,10,Cocomelon,TV Show,,01-Jun-20,403,1403
2021-12-19,10,10,3,Lost in Space,TV Show,Yes,13-Apr-18,18,126
2021-12-20,1,1,10,The Witcher,TV Show,Yes,20-Dec-19,8,54
2021-12-20,2,2,1,The Unforgivable,Movie,Yes,10-Dec-21,10,97
2021-12-20,3,3,-,A California Christmas: Cit…,Movie,Yes,16-Dec-21,4,32
2021-12-20,4,5,3,Back to the Outback,Movie,Yes,10-Dec-21,10,65
2021-12-20,5,4,-,Selling Tampa,TV Show,Yes,15-Dec-21,5,37
2021-12-20,6,7,9,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,6,16
2021-12-20,7,6,2,The Shack,Movie,,10-Dec-21,9,66
2021-12-20,8,8,5,The Queen of Flow,TV Show,Yes,09-Nov-18,33,202
2021-12-20,9,9,-,Cocomelon,TV Show,,01-Jun-20,404,1405
2021-12-20,10,10,4,Lost in Space,TV Show,Yes,13-Apr-18,19,127
2021-12-21,1,1,6,The Witcher,TV Show,Yes,20-Dec-19,9,64
2021-12-21,2,2,1,The Unforgivable,Movie,Yes,10-Dec-21,11,106
2021-12-21,3,4,3,Back to the Outback,Movie,Yes,10-Dec-21,11,73
2021-12-21,4,5,-,Selling Tampa,TV Show,Yes,15-Dec-21,6,44
2021-12-21,5,8,4,The Queen of Flow,TV Show,Yes,09-Nov-18,34,208
2021-12-21,6,3,-,A California Christmas: Cit…,Movie,Yes,16-Dec-21,5,37
2021-12-21,7,6,10,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,7,20
2021-12-21,8,9,9,Cocomelon,TV Show,,01-Jun-20,405,1408
2021-12-21,9,7,2,The Shack,Movie,,10-Dec-21,10,68
2021-12-21,10,10,5,Lost in Space,TV Show,Yes,13-Apr-18,20,128
2021-12-22,1,1,5,The Witcher,TV Show,Yes,20-Dec-19,10,74
2021-12-22,2,2,1,The Unforgivable,Movie,Yes,10-Dec-21,12,115
2021-12-22,3,3,3,Back to the Outback,Movie,Yes,10-Dec-21,12,81
2021-12-22,4,5,4,The Queen of Flow,TV Show,Yes,09-Nov-18,35,215
2021-12-22,5,4,-,Selling Tampa,TV Show,Yes,15-Dec-21,7,50
2021-12-22,6,8,8,Cocomelon,TV Show,,01-Jun-20,406,1413
2021-12-22,7,7,10,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,8,24
2021-12-22,8,-,-,Grumpy Christmas,Movie,Yes,21-Dec-21,1,3
2021-12-22,9,6,-,A California Christmas: Cit…,Movie,Yes,16-Dec-21,6,39
2021-12-22,10,10,6,Lost in Space,TV Show,Yes,13-Apr-18,21,129
2021-12-23,1,1,5,The Witcher,TV Show,Yes,20-Dec-19,11,84
2021-12-23,2,-,-,Emily in Paris,TV Show,Yes,02-Oct-20,22,166
2021-12-23,3,2,1,The Unforgivable,Movie,Yes,10-Dec-21,13,123
2021-12-23,4,3,4,Back to the Outback,Movie,Yes,10-Dec-21,13,88
2021-12-23,5,4,6,The Queen of Flow,TV Show,Yes,09-Nov-18,36,221
2021-12-23,6,6,8,Cocomelon,TV Show,,01-Jun-20,407,1418
2021-12-23,7,5,3,Selling Tampa,TV Show,Yes,15-Dec-21,8,54
2021-12-23,8,-,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,9,26
2021-12-23,9,7,-,Twentysomethings: Austin,TV Show,Yes,10-Dec-21,9,26
2021-12-23,10,10,7,Lost in Space,TV Show,Yes,13-Apr-18,22,130
2021-12-24,1,1,5,The Witcher,TV Show,Yes,20-Dec-19,12,94
2021-12-24,2,2,-,Emily in Paris,TV Show,Yes,02-Oct-20,23,175
2021-12-24,3,3,1,The Unforgivable,Movie,Yes,10-Dec-21,14,131
2021-12-24,4,4,6,Back to the Outback,Movie,Yes,10-Dec-21,14,95
2021-12-24,5,8,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,10,32
2021-12-24,6,6,8,Cocomelon,TV Show,,01-Jun-20,408,1423
2021-12-24,7,5,7,The Queen of Flow,TV Show,Yes,09-Nov-18,37,225
2021-12-24,8,-,-,WWII in Color: Road to Victory,TV Show,Yes,22-Dec-21,1,3
2021-12-24,9,7,3,Selling Tampa,TV Show,Yes,15-Dec-21,9,56
2021-12-24,10,-,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,22,122
2021-12-25,1,-,-,Donât Look Up,Movie,Yes,24-Dec-21,1,10
2021-12-25,2,1,1,The Witcher,TV Show,Yes,20-Dec-19,13,103
2021-12-25,3,2,-,Emily in Paris,TV Show,Yes,02-Oct-20,24,183
2021-12-25,4,5,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,11,39
2021-12-25,5,10,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,23,128
2021-12-25,6,3,2,The Unforgivable,Movie,Yes,10-Dec-21,15,136
2021-12-25,7,4,5,Back to the Outback,Movie,Yes,10-Dec-21,15,99
2021-12-25,8,-,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,8,22
2021-12-25,9,6,9,Cocomelon,TV Show,,01-Jun-20,409,1425
2021-12-25,10,-,-,White Christmas,Movie,,15-Nov-20,1,1
2021-12-26,1,1,-,Donât Look Up,Movie,Yes,24-Dec-21,2,20
2021-12-26,2,2,1,The Witcher,TV Show,Yes,20-Dec-19,14,112
2021-12-26,3,3,-,Emily in Paris,TV Show,Yes,02-Oct-20,25,191
2021-12-26,4,4,-,The Christmas Chronicles,Movie,Yes,22-Nov-18,12,46
2021-12-26,5,6,2,The Unforgivable,Movie,Yes,10-Dec-21,16,142
2021-12-26,6,-,-,The Silent Sea,TV Show,Yes,24-Dec-21,1,5
2021-12-26,7,5,-,The Christmas Chronicles 2,Movie,Yes,25-Nov-20,24,132
2021-12-26,8,8,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,9,25
2021-12-26,9,-,8,The Queen of Flow,TV Show,Yes,09-Nov-18,38,227
2021-12-26,10,-,-,Daughter From Another Mother,TV Show,Yes,20-Jan-21,1,1
2021-12-27,1,1,-,Donât Look Up,Movie,Yes,24-Dec-21,3,30
2021-12-27,2,2,1,The Witcher,TV Show,Yes,20-Dec-19,15,121
2021-12-27,3,3,-,Emily in Paris,TV Show,Yes,02-Oct-20,26,199
2021-12-27,4,6,-,The Silent Sea,TV Show,Yes,24-Dec-21,2,12
2021-12-27,5,5,2,The Unforgivable,Movie,Yes,10-Dec-21,17,148
2021-12-27,6,9,8,The Queen of Flow,TV Show,Yes,09-Nov-18,39,232
2021-12-27,7,10,-,Daughter From Another Mother,TV Show,Yes,20-Jan-21,2,5
2021-12-27,8,-,4,Back to the Outback,Movie,Yes,10-Dec-21,16,102
2021-12-27,9,-,9,Cocomelon,TV Show,,01-Jun-20,410,1427
2021-12-27,10,-,-,WWII in Color: Road to Victory,TV Show,Yes,22-Dec-21,2,4
2021-12-28,1,1,-,Donât Look Up,Movie,Yes,24-Dec-21,4,40
2021-12-28,2,2,1,The Witcher,TV Show,Yes,20-Dec-19,16,130
2021-12-28,3,3,-,Emily in Paris,TV Show,Yes,02-Oct-20,27,207
2021-12-28,4,4,-,The Silent Sea,TV Show,Yes,24-Dec-21,3,19
2021-12-28,5,5,2,The Unforgivable,Movie,Yes,10-Dec-21,18,154
2021-12-28,6,6,5,The Queen of Flow,TV Show,Yes,09-Nov-18,40,237
2021-12-28,7,-,-,Death to 2021,Movie,Yes,27-Dec-21,1,4
2021-12-28,8,7,-,Daughter From Another Mother,TV Show,Yes,20-Jan-21,3,8
2021-12-28,9,9,8,Cocomelon,TV Show,,01-Jun-20,411,1429
2021-12-28,10,8,3,Back to the Outback,Movie,Yes,10-Dec-21,17,103
2021-12-29,1,1,-,Donât Look Up,Movie,Yes,24-Dec-21,5,50
2021-12-29,2,2,1,The Witcher,TV Show,Yes,20-Dec-19,17,139
2021-12-29,3,3,-,Emily in Paris,TV Show,Yes,02-Oct-20,28,215
2021-12-29,4,4,-,The Silent Sea,TV Show,Yes,24-Dec-21,4,26
2021-12-29,5,5,2,The Unforgivable,Movie,Yes,10-Dec-21,19,160
2021-12-29,6,6,4,The Queen of Flow,TV Show,Yes,09-Nov-18,41,242
2021-12-29,7,7,-,Death to 2021,Movie,Yes,27-Dec-21,2,8
2021-12-29,8,9,6,Cocomelon,TV Show,,01-Jun-20,412,1432
2021-12-29,9,10,3,Back to the Outback,Movie,Yes,10-Dec-21,18,105
2021-12-29,10,8,-,Daughter From Another Mother,TV Show,Yes,20-Jan-21,4,9
2021-12-30,1,1,-,Donât Look Up,Movie,Yes,24-Dec-21,6,60
2021-12-30,2,2,1,The Witcher,TV Show,Yes,20-Dec-19,18,148
2021-12-30,3,3,2,Emily in Paris,TV Show,Yes,02-Oct-20,29,223
2021-12-30,4,-,-,Crime Scene: The Times Squa…,TV Show,Yes,29-Dec-21,1,7
2021-12-30,5,4,-,The Silent Sea,TV Show,Yes,24-Dec-21,5,32
2021-12-30,6,5,3,The Unforgivable,Movie,Yes,10-Dec-21,20,165
2021-12-30,7,7,-,Death to 2021,Movie,Yes,27-Dec-21,3,12
2021-12-30,8,6,5,The Queen of Flow,TV Show,Yes,09-Nov-18,42,245
2021-12-30,9,8,6,Cocomelon,TV Show,,01-Jun-20,413,1434
2021-12-30,10,9,4,Back to the Outback,Movie,Yes,10-Dec-21,19,106
2021-12-31,1,1,-,Donât Look Up,Movie,Yes,24-Dec-21,7,70
2021-12-31,2,2,1,The Witcher,TV Show,Yes,20-Dec-19,19,157
2021-12-31,3,3,2,Emily in Paris,TV Show,Yes,02-Oct-20,30,231
2021-12-31,4,4,-,Crime Scene: The Times Squa…,TV Show,Yes,29-Dec-21,2,14
2021-12-31,5,5,-,The Silent Sea,TV Show,Yes,24-Dec-21,6,38
2021-12-31,6,6,3,The Unforgivable,Movie,Yes,10-Dec-21,21,170
2021-12-31,7,8,7,The Queen of Flow,TV Show,Yes,09-Nov-18,43,249
2021-12-31,8,9,6,Cocomelon,TV Show,,01-Jun-20,414,1437
2021-12-31,9,10,4,Back to the Outback,Movie,Yes,10-Dec-21,20,108
2021-12-31,10,7,-,Death to 2021,Movie,Yes,27-Dec-21,4,13
2022-01-01,1,-,-,Cobra Kai,TV Show,,28-Aug-20,54,380
2022-01-01,2,1,1,Donât Look Up,Movie,Yes,24-Dec-21,8,79
2022-01-01,3,2,2,The Witcher,TV Show,Yes,20-Dec-19,20,165
2022-01-01,4,-,-,The Lost Daughter,Movie,Yes,31-Dec-21,1,7
2022-01-01,5,-,-,Queer Eye,TV Show,Yes,07-Feb-18,10,44
